Department/Agency,Medium,Publication,catagory,status,year,Publication Web Address
Enterprise and Advanced Education,Online,Credential Templates – United States of America,education_tech,200,2013,"""http://eae.alberta.ca/media/370375/credential%20templates_us_external.pdf"""
Enterprise and Advanced Education,Online,Monthly Economic Review ,education_tech,404,2013,
Enterprise and Advanced Education,Online,NADC News,education_tech,200,2013,"""http://www.nadc.gov.ab.ca/Docs/NADC-news-apr-02.pdf"""
Enterprise and Advanced Education,Online,NADC News,education_tech,200,2013,"""http://www.nadc.gov.ab.ca/Docs/NADC-news-feb13.pdf"""
Enterprise and Advanced Education,Print,Inventory of Major Alberta Projects ,education_tech,404,2013,
Enterprise and Advanced Education,Online,Deputy Premier letter to Board Chairs – Summary of April 11 meeting,education_tech,200,2013,"""http://eae.alberta.ca/media/letters/Deputy-Premier-Letter-to-Board-Chairs.pdf"""
Enterprise and Advanced Education,Online,Deputy Premier letter to Board Chairs - Wage Restraint,education_tech,200,2013,"""http://eae.alberta.ca/media/letters/Board-Chairs-Letter.pdf"""
Enterprise and Advanced Education,Online and Print,Monthly Economic Review ,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/MER_Apr13.pdf"""
Enterprise and Advanced Education,Online,Community Adult Learning Program 2011 Report to Partners,education_tech,200,2013,"""http://eae.alberta.ca/media/371650/2011calpreport.pdf"""
Enterprise and Advanced Education,Online,Student Loan Repayment Handbook 12/13,education_tech,404,2013,"""http://studentaid.alberta.ca/media/18874/student_loan_repayment_handbook.pdf"""
Enterprise and Advanced Education,Online and Print,Quick Tips to Complete the Application for Full-time Post-secondary Studies ,education_tech,404,2013,"""http://studentaid.alberta.ca/media/1692/quick_tips.pdf"""
Enterprise and Advanced Education,Online,Alberta Minimum Wage Profile: April 2012 - March 2013,education_tech,404,2013,"""http://eae.alberta.ca/media/374692/final%20alberta%20minimim%20wage%20profile%202012-2013%20with%20cover%20page.pdf"""
Enterprise and Advanced Education,Online,Alberta Minimum Wage Profile: April 2012 - March 2013,education_tech,404,2013,"""http://eae.alberta.ca/media/374692/final%20alberta%20minimim%20wage%20profile%202012-2013%20with%20cover%20page.pdf"""
Enterprise and Advanced Education,Online,2012 Annual Alberta Regional Labour Market Review,education_tech,404,2013,"""http://eae.alberta.ca/media/373542/ab_rlmr_2012_w.pdf"""
Enterprise and Advanced Education,Online,Deputy Premier sample letter to concerned students – Lethbridge College Students Association,education_tech,200,2013,"""http://eae.alberta.ca/media/373572/ar-39469.pdf"""
Enterprise and Advanced Education,Online,Campus Alberta Fact Sheet,education_tech,200,2013,"""http://eae.alberta.ca/media/373569/campus-alberta-facts-april-2013.pdf"""
Enterprise and Advanced Education,Online and Print,Alberta Economic Quick Facts ,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/SP-EH_AlbertaEconomicQuickFacts.pdf"""
Enterprise and Advanced Education,Online and Print,Monthly Economic Review,education_tech,200,2013,"""http://albertacanada.com/files/albertacanada/MER_May13.pdf"""
Enterprise and Advanced Education,Online, Alberta Apprenticeship and Industry Training Board 2012-2013 Annual Report,education_tech,404,2013,"""https://tradesecrets.alberta.ca/sources/pdfs/BOARD_ANNUAL_REPORT/PDF/BOARD_ANN_REP12-13.PDF"""
Environment and Sustainable Resource Development,Online and Print,Specified gas reporting standard.  Version 7.0,environment,200,2013,"""http://environment.gov.ab.ca/info/library/7759.pdf"""
Environment and Sustainable Resource Development,Online and Print,Alberta Environment and Sustainable Resource Development: report on 2010 greenhouse gas emissions.,environment,200,2012,"""http://environment.gov.ab.ca/info/library/8616.pdf"""
Environment and Sustainable Resource Development,Online and Print,"Standards and guidelines for municipal waterworks, wastewater and storm drainage systems.  Part 3: Wastewater systems standards for performance and design of a total of 5 parts",environment,404,2013,"""http://environment.gov.ab.ca/info/library/8557.pdf"""
Environment and Sustainable Resource Development,Online and Print,"Standards and guidelines for municipal waterworks, wastewater and storm drainage systems.  Part 4: Wastewater systems guidelines for design, operating and monitoring of a total of 5 parts.",environment,404,2013,"""http://environment.gov.ab.ca/info/library/8558.pdf"""
Environment and Sustainable Resource Development,Online and Print,"Standards and guidelines for municipal waterworks, wastewater and storm drainage systems.  Part 5: Stormwater management guidelines of a total of 5 parts.",environment,404,2013,"""http://environment.gov.ab.ca/info/library/8559.pdf"""
Environment and Sustainable Resource Development,Online,Analysis of researching amphibian numbers in Alberta (RANA) Project - amphibian captures at pitfall trapping sites 1997-2008,environment,404,2012,"""http://srd.alberta.ca/FishWildlife/SpeciesAtRisk/documents/SAR_142-RANA-AmphibialCapturesAtPitfallTrappingSites-1997-2008-Apr2012.pdf"""
Environment and Sustainable Resource Development,Online,Status of the prairie rattlesnake (Crotalus viridis) in Alberta : update 2012,environment,404,2012,"""http://srd.alberta.ca/FishWildlife/SpeciesAtRisk/DetailedStatus/documents/SAR-StatusPrairieRattlesnakeAlberta-Dec2012.pdf"""
Environment and Sustainable Resource Development,Online and Print,Enforcement of the Environmental Protection and Enhancement Act and Water Act 1 Jan 2013 - 31 Mar 2013,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8841.pdf"""
Environment and Sustainable Resource Development,Online and Print,Alberta Environment and Sustainable Resource Development report on 2011 greenhouse gas emissions,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8849.pdf"""
Environment and Sustainable Resource Development,Online and Print,Spotlight on biodiversity : our actions count,environment,200,2013,"""http://www.environment.gov.ab.ca/edu/eweek/"""
Environment and Sustainable Resource Development,Online and Print,2013 Alberta hunting draws,environment,404,2013,"""http://www.albertaregulations.ca/2013-Alberta-Hunting-Draws.pdf"""
Environment and Sustainable Resource Development,Online,Phase 2 environmental site assessment checklist,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8720.pdf"""
Environment and Sustainable Resource Development,Online,Alberta ambient air quality objectives : Benzene,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8768.pdf"""
Environment and Sustainable Resource Development,Online,Alberta ambient air quality objectives : nitrogen dioxide,environment,200,2011,"""http://environment.gov.ab.ca/info/library/8303.pdf"""
Environment and Sustainable Resource Development,Online,Alberta ambient air quality objectives : sulphur dioxide,environment,200,2011,"""http://environment.gov.ab.ca/info/library/8304.pdf"""
Environment and Sustainable Resource Development,Online,Lower Athabasca Region groundwater management framework : supporting document for the South Athabasca oil sands (SAOS) area.,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8874.pdf"""
Environment and Sustainable Resource Development,Online,Lower Athabasca Region groundwater management framework : supporting document for the North Athabasca oil sands (NAOS) area.,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8873.pdf"""
Environment and Sustainable Resource Development,Online,Lower Athabasca Region groundwater management framework : supporting document for the Cold Lake-Beaver River (CLBR) area.,environment,200,2013,"""http://environment.gov.ab.ca/info/library/8872.pdf"""
Environment and Sustainable Resource Development,Online and Print,"Review of implementation progress of Water for Life, 2009-2011",environment,200,2012,"""http://www.awchome.ca/LinkClick.aspx?fileticket=9oSr0gmfWjQ%3d&tabid=102"""
Environment and Sustainable Resource Development,Online and Print,Environment and Sustainable Resource Development annual report  2012/13,environment,404,2013,"""http://esrd.alberta.ca/AboutESRD/MinistersOffice/CorporateDocuments/documents/ESRD-AnnualReport-2012-13.pdf"""
Environmental Appeals Board,Print,Well logging.  Directive [XXX],environment,404,2013,
Government of Alberta,Print,Fusarium head blight (FHB) of cereals : a disease of concern for Alberta,government,404,2013,
Government of Alberta,Online and Print,Report to Taxpayers,government,200,2013,"""http://alberta.ca/AlbertaCode/images/ReportToTaxpayers.pdf"""
Government of Alberta,Online,Building the Social Services Workforce of the Future [Human Services Workforce Alliance Strategic Plan],government,200,2013,"""http://humanservices.alberta.ca/documents/Workforce-Alliance-Strategic-Plan.pdf"""
Health,Online and Print,Continuing Care Health Service Standards,health,200,2013,"""http://www.health.alberta.ca/documents/Continuing-Care-Standards-2008.pdf"""
Health,Online and Print,Cancer Services and Challenges in Alberta: A companion document,health,200,2013,"""http://www.health.alberta.ca/documents/Cancer-Plan-Companion.pdf"""
Health,Online and Print,Changing Our Future: Alberta's cancer plan to 2030,health,200,2013,"""http://www.health.alberta.ca/documents/Cancer-Plan-Alberta-2013.pdf"""
Human Services,Print,An employer's guide to employment rules,government,404,2013,
Human Services,Online and Print,Work Search Basics,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/worksearchbasics.pdf"""
Human Services,Online and Print,Advanced Techniques for Work Search,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/advancedtechniques.pdf"""
Human Services,Online and Print,A Guide for Midlife Career Moves ,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/MidlifeCareerMoves.pdf"""
Human Services,Online and Print,Money 101: Budgeting Basics For Further Education,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/money101.pdf"""
Human Services,Online and Print,Work Search Basics,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/worksearchbasics.pdf"""
Human Services,Online,Calgary & Area Labour Market Report Annual 2012,government,301,2013,"""http://humanservices.alberta.ca/documents/2012-calgary-labour-market-annual-report.pdf"""
Human Services,Online and Print,Money 101: Budgeting Basics for Further Education,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/money101.pdf"""
Human Services,Online and Print,Retaining Your Staff,government,200,2013,"""http://alis.alberta.ca/pdf/cshop/retainingyourstaff.pdf"""
Human Services,Online,Michener Centre Transition Planning Framework and Work Plan,government,404,2013,"""http://humanservices.alberta.ca/documents/pdd-central-michener-centre-transition-planning-framework.pdf"""
Human Services,Online,Michener Services Site Map ,government,404,2013,"""http://humanservices.alberta.ca/documents/PDD/pdd-central-michener-services-map.pdf"""
Human Services,Online,Asbestos Project Notification - Occupational Health and Safety - WHS3910,government,404,2013,"""http://humanservices.alberta.ca/documents/WHS3910.pdf"""
Human Services,Online,"Employment, Training and Career Services Directory, Calgary Region, April - June 2013",government,200,2013,"""http://humanservices.alberta.ca/documents/Calgary-etcs-directory.pdf"""
Human Services,Online,Work Search - How Do I Write an Effective Cover Letter?,government,200,2013,"""http://www.youtube.com/watch?v=KsILh-zyS4g&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - What Should I Do After an Interview?,government,200,2013,"""http://www.youtube.com/watch?v=UZZM-xWqD6k&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - What Jobs are Available to Someone with a Disability?,government,200,2013,"""http://www.youtube.com/watch?v=FGyXAfwX1pA&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Do I Look for a Job?,government,200,2013,"""http://www.youtube.com/watch?v=zPMMQLnECJs&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Do I Get Into the Trades?,government,200,2013,"""http://www.youtube.com/watch?v=K_5aCIWOCL0&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Can I Find Unadvertised Jobs?,government,200,2013,"""http://www.youtube.com/watch?v=GvSVJoURB88&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Do I Get Experience?,government,200,2013,"""http://www.youtube.com/watch?v=FLzmnUc8XDI&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Do I Write an Effective Resumé?,government,200,2013,"""http://www.youtube.com/watch?v=quKe__alydA&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - How Do I Prepare for an Interview?,government,200,2013,"""http://www.youtube.com/watch?v=0-y81nXmyDY&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Work Search - Where Can I Find Out Which Jobs are in Demand?,government,200,2013,"""http://www.youtube.com/watch?v=GUhFmcObW94&list=PLirgxJFbtsmlTjxS0q4zzmU4MajlLb9Ua"""
Human Services,Online,Occupational Video - Concrete Finisher,government,200,2013,"""http://www.youtube.com/watch?v=aTVUVGr_CQ4&list=UUG16_HTqfM1OvpCHuBrHiiA"""
Human Services,Online,Occupational Video - Airline Pilot,government,200,2013,"""http://www.youtube.com/watch?v=qGrrXH8T3s8&list=UUG16_HTqfM1OvpCHuBrHiiA"""
Human Services,Online,Occupational Video - Special Needs Teacher,government,200,2013,"""http://www.youtube.com/watch?v=dEr7D7eHHkY&list=UUG16_HTqfM1OvpCHuBrHiiA"""
Human Services,Online,Occupational Video - Painter and Decorator,government,200,2013,"""http://www.youtube.com/watch?v=LVfvc2UI2wY&list=UUG16_HTqfM1OvpCHuBrHiiA"""
